Start measure
866,911
519,395
271,941
288,905
250,903
667,014
341,732
389,126
297,379
226,918
194,587
212,676
252,322
498,884
395,667
138,198
176,063
195,077
288,534
149,622
211,237
160,405
172,646
181,823
158,269
199,059
139,647
215,75
117,334
166,128
165,78
168,59
133,365
149,527
276,605
280,64
249,375
307,214
286,452
347,835
255,233
427,245
408,175
305,875
174,587
308,022
356,438
284,025
212,335
278,439
308,722
167,159
208,691
208,723
130,864
163,77
604,18
163,6
128,8
210,871
157,368
210,822
209,918
147,851
169,561
140,092
144,865
209,664
191,09
156,004
153,714
130,79
122,658
176,486
143,078
143,697
330,106
204,577
177,119
255,601
351,226
174,71
191,631
219,98
203,818
286,72
230,874
206,021
212,56
252,151
241,751
321,619
262,861
297,64
476,132
313,837
449,264
138,889
180,709
149,589
272,587
482,015
117,573
168,084
229,316
131
176,149
201,831
163,786
116,141
163,263
111,407
181,476
241,684
180,068
173,229
166,078
178,353
214,722
238,073
202,772
176,509
215,442
197,592
261,275
254,99
235,849
195,86
212,52
233,299
324,248
236,82
178,249
286,188
241,596
235,457
244,881
250,427
717,508
532,966
309,25
189,792
267,589
615,094
266,788
181,587
154,597
175,226
156,368
126,625
307,482
160,821
193,157
160,488
316,991
119,512
163,011
193,973
169,247
229,385
156,752
131,294
138,104
120,417
166,449
160,152
180,899
248,816
283,583
238,624
423,745
474,611
342,125
143,685
361,685
366,468
183,745
303,005
221,324
318,255
184,406
159,472
255,063
342,009
240,95
150,978
605,067
147,278
169,049
165,849
178,25
135,278
132,695
186,534
233,919
214,959
159,511
170,964
185,509
166,422
143,319
154,162
175,619
132,011
207,447
246,812
203,168
151,975
105,474
130,593
203,831
137,24
173,583
215,248
183,41
189,923
356,096
298,489
542,205
312,155
227,478
299,085
155,687
246,92
527,41
213,836
157,195
189,876
246,451
341,405
187,568
270,11
200,05
182,947
167,784
155,999
157,764
202,755
155,059
194,909
175,736
146,325
194,451
185,05
150,779
234,465
200,099
191,322
230,211
207,786
142,735
188,224
198,261
139,123
166,495
134,082
164,204
143,509
160,018
309,854
337,053
177,621
183,393
233,675
309,68
265,602
261,584
378,344
220,239
178,312
188,269
249,262
544,114
170,63
314,075
288,036
234,653
172,102
241,261
143,582
216,965
197,27
172,126
213,241
180,024
154,604
158,569
178,59
298,265
158,465
202,016
153,727
180,959
193,474
179,732
161,125
167,512
158,163
171,233
158,868
185,992
242,358
192,888
182,532
258,841
658,406
195,116
284,593
531,185
202,21
234,789
245,011
280,924
239,905
175,599
256,21
263,468
184,946
373,357
129,073
234,677
225,127
257,08
176,436
358,8
177,64
142,296
141,166
134,966
192,089
169,385
196,907
174,554
155,722
182,482
250,761
163,787
183,886
178,892
291,858
172,978
214,251
191,004
189,939
154,68
139,852
213,456
145,527
183,909
332,122
504,002
258,638
438,389
181,097
190,058
343,905
173,171
342,329
215,13
231,012
307,187
248,618
278,865
252,325
229,345
242,325
251,516
412,325
229,835
251,251
184,538
160,98
162,37
173,533
213,244
201,212
155,748
123,28
136,61
194,425
189,162
124,081
222,617
188,173
142,816
137,034
213,575
129,214
156,305
155,308
171,31
143,155
163,181
151,768
169,899
637,063
162,626
158,539
327,264
306,074
167,501
262,703
342,879
254,554
340,421
198,584
235,971
182,143
287,462
296,381
429,652
159,866
202,645
543,644
194,917
157,995
221,369
174,932
203,59
148,458
218,763
231,598
128,773
145,346
167,003
157,091
143,435
164,688
177,911
189,946
194,905
214,802
154,682
177,613
174,858
148,19
166,405
166,6
152,848
313,274
552,495
187,331
173,243
150,523
275,15
192,873
126,878
233,112
190,692
445,166
210,821
458,238
283,566
209,281
241,626
473,85
175,891
253,584
301,615
216,608
238,649
141,124
318,239
129,661
188,689
185,751
218,84
153,309
165,194
144,357
249,872
153,35
220,036
214,657
146,24
203,282
174,822
140,942
163,207
195,072
132,368
139,197
201,815
207,332
543,326
322,438
197,068
155,996
149,429
269,358
189,617
309,379
224,194
250,242
173,075
243,596
167,181
304,531
176,924
139,334
240,053
244,371
177,515
350,774
189,98
220,893
251,219
353,66
182,482
188,77
299,949
209,474
145,237
158,446
181,611
119,512
203,448
138,512
224,495
168,51
146,118
157,421
186,634
145,158
167,458
172,485
171,542
157,169
174,018
182,658
210,935
539,753
258,94
180,782
168,229
145,048
209,91
210,895
207,157
281,076
339,085
185,611
313,76
280,719
198,917
280,998
208,217
223,256
295,743
229,448
287,53
267,476
365,357
235,338
282,369
304,706
244,484
184,669
136,461
134,673
116,077
250,029
164,47
202,998
175,365
187,105
179,058
168,592
140,908
166,078
187,146
135,101
134,488
182,486
209,593
164,716
256,511
479,809
142,137
175,028
156,611
152,253
136,001
152,705
132,549
210,603
237,987
193,647
289,592
246,961
228,396
190,404
125,794
431,829
294,563
220,345
360,911
197,556
337,073
245,07
178,559
297,125
138,908
295,568
615,617
249,145
477,278
227,678
150,038
158,542
141,237
161,249
132,113
168,972
164,66
133,902
151,018
143,505
166,945
166,467
177,439
144,931
785,307
306,805
240,041
173,759
186,383
140,948
187,196
175,194
173,822
379,701
243,908
344,184
124,851
288,844
300,904
363,533
230,597
260,454
174,549
245,262
339,392
319,524
236,068
246,712
173,77
237,246
252,599
159,186
165,548
171,668
191,467
180,449
184,85
146,44
225,265
147,891
159,385
186,809
137,213
148,576
147,019
187,512
163,662
618,494
172,067
161,419
187,84
149,561
152,164
206,477
201,744
129,91
201,665
168,096
215,833
190,854
175,209
283,506
297,233
214,934
217,208
344,678
141,458
305,902
171,513
240,442
277,203
293,56
201,946
227,516
238,898
318,068
344,769
184,6
174,138
140,731
213,577
130,003
183,672
186,036
195,156
145,457
153,428
162,635
225,842
214,858
125,123
200,755
157,715
233,143
632,163
145,341
158,816
168,198
160,179
177,249
181,233
195,884
185,124
173,383
154,213
172,5
318,699
185,352
249,04
191,303
282,063
196,131
288,468
245,047
305,934
188,22
164,295
177,094
228,324
194,384
221,891
201,107
220,993
241,669
291,635
225,098
219,533
170,089
138,926
122,675
144,222
165,045
140,481
161,835
156,297
154,823
144,775
203,868
219,312
169,96
180,229
129,631
172,001
581,34
160,437
226,245
137,232
127,629
144,671
159,698
151,226
139,666
144,935
178,966
147,77
139,134
181,653
158,785
151,154
183,012
170,585
304,825
182,963
241,209
178,91
233,505
223,357
313,519
171,008
241,151
244,319
318,614
277,514
477,571
302,807
363,128
243,638
243,536
128,969
146,864
139,723
157,211
131,22
139,775
160,794
160,086
182,856
162,826
185,074
172,466
203,346
390,78
342,598
152,571
212,854
171,045
167,453
156,815
141,504
171,158
124,489
157,764
158,117
170,017
144,872
142,471
184,344
125,6
213,297
302,15
312,259
298,578
226,385
285,662
135,155
408,446
234,284
243,577
245,923
298,112
311,607
220,849
180,642
-281,643
311,282
126,487
238,83
496,291
260,694
135,568
151,995
142,686
176,98
169,45
152,886
168,514
152,777
615,576
223,537
201,511
194,257
175,305
152,157
188,985
133,479
146,178
183,369
160,218
156,906
159,392
148,209
145,011
156,914
153,917
224,613
233,202
286,152
249,135
264,022
325,908
173,638
305,185
358,27
311,256
230,129
358,323
427,169
187,081
245,413
301,468
403,17
140,654
157,191
139,245
139,654
144,866
131,326
199,713
184,843
187,699
186,977
135,181
432,29
317,233
152,427
133,118
131,737
172,353
154,343
187,811
153,286
227,555
157,481
141,495
162,35
206,566
147,336
176,276
183,212
127,966
187,195
163,76
301,844
237,973
285,069
355,162
303,061
187,187
387,514
154,941
226,126
187,3
193,204
169,056
247,746
290,89
178,002
197,009
290,648
287,503
316,973
198,937
192,714
173,157
157,479
150,197
127,672
176,441
171,847
143,859
554,909
232,064
127,471
150,39
162,097
140,946
253,738
126,497
145,056
126,237
129,107
127,895
187,022
169,052
154,645
154,915
161,018
166,126
202,972
219,308
201,698
351,548
145,653
243,682
147,863
193,128
178,718
236,38
242,574
175,441
242,515
187,798
354,319
141,918
163,205
172,389
227,906
125,872
197,061
116,928
161,872
178,493
307,442
168,317
163,803
174,496
120,757
151,299
192,253
169,965
151,329
133,396
866,911
519,395
271,941
288,905
250,903
667,014
341,732
389,126
297,379
226,918
194,587
212,676
252,322
498,884
395,667
138,198
176,063
195,077
288,534
149,622
211,237
160,405
172,646
181,823
158,269
199,059
139,647
215,75
117,334
166,128
165,78
168,59
133,365
149,527
276,605
280,64
249,375
307,214
286,452
347,835
255,233
427,245
408,175
305,875
174,587
308,022
356,438
284,025
212,335
278,439
308,722
167,159
208,691
208,723
130,864
163,77
604,18
163,6
128,8
210,871
157,368
210,822
209,918
147,851
169,561
140,092
144,865
209,664
191,09
156,004
153,714
130,79
122,658
176,486
143,078
143,697
330,106
204,577
177,119
255,601
351,226
174,71
191,631
219,98
203,818
286,72
230,874
206,021
212,56
252,151
241,751
321,619
262,861
297,64
476,132
313,837
449,264
138,889
180,709
149,589
272,587
482,015
117,573
168,084
229,316
131
176,149
201,831
163,786
116,141
163,263
111,407
181,476
241,684
180,068
173,229
166,078
178,353
214,722
238,073
202,772
176,509
215,442
197,592
261,275
254,99
235,849
195,86
212,52
233,299
324,248
236,82
178,249
286,188
241,596
235,457
244,881
250,427
717,508
532,966
309,25
189,792
267,589
615,094
266,788
181,587
154,597
175,226
156,368
126,625
307,482
160,821
193,157
160,488
316,991
119,512
163,011
193,973
169,247
229,385
156,752
131,294
138,104
120,417
166,449
160,152
180,899
248,816
283,583
238,624
423,745
474,611
342,125
143,685
361,685
366,468
183,745
303,005
221,324
318,255
184,406
159,472
255,063
342,009
240,95
150,978
605,067
147,278
169,049
165,849
178,25
135,278
132,695
186,534
233,919
214,959
159,511
170,964
185,509
166,422
143,319
154,162
175,619
132,011
207,447
246,812
203,168
151,975
105,474
130,593
203,831
137,24
173,583
215,248
183,41
189,923
356,096
298,489
542,205
312,155
227,478
299,085
155,687
246,92
527,41
213,836
157,195
189,876
246,451
341,405
187,568
270,11
200,05
182,947
167,784
155,999
157,764
202,755
155,059
194,909
175,736
146,325
194,451
185,05
150,779
234,465
200,099
191,322
230,211
207,786
142,735
188,224
198,261
139,123
166,495
134,082
164,204
143,509
160,018
309,854
337,053
177,621
183,393
233,675
309,68
265,602
261,584
378,344
220,239
178,312
188,269
249,262
544,114
170,63
314,075
288,036
234,653
172,102
241,261
143,582
216,965
197,27
172,126
213,241
180,024
154,604
158,569
178,59
298,265
158,465
202,016
153,727
180,959
193,474
179,732
161,125
167,512
158,163
171,233
158,868
185,992
242,358
192,888
182,532
258,841
658,406
195,116
284,593
531,185
202,21
234,789
245,011
280,924
239,905
175,599
256,21
263,468
184,946
373,357
129,073
234,677
225,127
257,08
176,436
358,8
177,64
142,296
141,166
134,966
192,089
169,385
196,907
174,554
155,722
182,482
250,761
163,787
183,886
178,892
291,858
172,978
214,251
191,004
189,939
154,68
139,852
213,456
145,527
183,909
332,122
504,002
258,638
438,389
181,097
190,058
343,905
173,171
342,329
215,13
231,012
307,187
248,618
278,865
252,325
229,345
242,325
251,516
412,325
229,835
251,251
184,538
160,98
162,37
173,533
213,244
201,212
155,748
123,28
136,61
194,425
189,162
124,081
222,617
188,173
142,816
137,034
213,575
129,214
156,305
155,308
171,31
143,155
163,181
151,768
169,899
637,063
162,626
158,539
327,264
306,074
167,501
262,703
342,879
254,554
340,421
198,584
235,971
182,143
287,462
296,381
429,652
159,866
202,645
543,644
194,917
157,995
221,369
174,932
203,59
148,458
218,763
231,598
128,773
145,346
167,003
157,091
143,435
164,688
177,911
189,946
194,905
214,802
154,682
177,613
174,858
148,19
166,405
166,6
152,848
313,274
552,495
187,331
173,243
150,523
275,15
192,873
126,878
233,112
190,692
445,166
210,821
458,238
283,566
209,281
241,626
473,85
175,891
253,584
301,615
216,608
238,649
141,124
318,239
129,661
188,689
185,751
218,84
153,309
165,194
144,357
249,872
153,35
220,036
214,657
146,24
203,282
174,822
140,942
163,207
195,072
132,368
139,197
201,815
207,332
543,326
322,438
197,068
155,996
149,429
269,358
189,617
309,379
224,194
250,242
173,075
243,596
167,181
304,531
176,924
139,334
240,053
244,371
177,515
350,774
189,98
220,893
251,219
353,66
182,482
188,77
299,949
209,474
145,237
158,446
181,611
119,512
203,448
138,512
224,495
168,51
146,118
157,421
186,634
145,158
167,458
172,485
171,542
157,169
174,018
182,658
210,935
539,753
258,94
180,782
168,229
145,048
209,91
210,895
207,157
