Start measure
76,108
68,836
102,792
65,27
111,133
53,549
81,806
76,183
99,802
58,862
80,847
65,218
66,487
99,746
66,188
63,249
104,976
75,71
194,025
180,719
100,087
156,293
160,282
141,789
114,3
84,252
161,032
143,749
121,24
81,062
68,613
229,913
128,707
62,887
85,459
95,737
103,005
65,719
89,647
87,256
82,74
71,144
107,739
64,384
81,911
108,113
151,198
63,636
105,823
68,992
66,782
65,444
103,826
85,932
78,006
66,562
78,405
77,394
60,837
75,104
98,406
112,221
73,581
148,224
108,073
105,383
125,531
125,913
58,43
66,617
112,604
69,246
101,123
89,703
108,078
113,211
62,557
173,728
68,271
221,532
122,162
134,807
101,849
57,902
174,329
59,635
83,354
78,676
66,972
75,397
72,266
78,506
80,547
94,433
57,663
79,69
84,797
82,465
153,468
146,35
110,586
71,463
63,742
78,222
68,579
64,922
55,624
88,153
71,182
64,604
84,423
114,557
88,164
73,664
73,6
52,188
56,864
115,695
66,652
80,636
173,212
179,775
78,334
123,946
74,274
172,208
117,098
68,572
119,761
82,169
79,372
78,95
127,351
139,504
102,379
73,214
99,137
81,24
70,231
72,053
58,283
89,909
59,309
67,287
103,15
74,962
68,821
65,357
299,309
83,241
103,33
68,02
101,937
86,964
81,695
89,123
60,875
69,368
65,468
91,829
63,52
53,639
57,675
71,353
76,065
72,154
85,76
67,379
112,197
60,316
67,874
68,61
114,217
164,769
60,04
71,644
71,784
69,564
101,217
116,607
109,997
64,55
108,229
119,615
61,549
68,856
63,489
98,654
169,726
100,741
62,051
92,079
111,893
107,359
70,992
102,346
72,28
83,468
69,726
56,46
77,999
67,54
83,422
422,74
68,844
61,329
81,152
65,66
98,989
82,085
66,862
53,422
70,624
68,121
63,184
87,639
115,059
74,134
87,626
63,293
63,263
106,042
54,545
57,4
95,827
128,128
66,66
117,788
111,032
61,74
89,739
118,249
117,005
76,934
65,676
97,373
116,474
73,508
72,94
61,367
60,386
97,626
119,949
137,467
102,019
235,993
119,826
65,077
65,247
59,973
57,563
63,814
79,472
64,94
86,708
78,418
340,583
74,357
73,742
95,477
79,97
63,112
58,857
74,419
63
99,272
74,317
84,95
77,986
89,19
79,065
64,545
73,505
69,28
80,883
74,918
57,071
80,254
115,545
80,305
98,381
70,406
114,256
105,877
58,862
108,969
85,439
60,463
105,542
75,171
170,189
64,61
106,831
96,911
66,44
59,953
199,41
213,375
58,9
113,174
71,457
116,356
55,449
72,133
84,89
71,291
72,654
312,42
84,075
82,562
104,086
69,552
66,919
75,378
58,142
59,373
68,747
81,007
59,177
63,176
88,739
63,966
92,113
74,394
70,981
69,787
63,04
54,742
62,651
54,54
62,404
81,242
68,945
82,179
112,978
154,164
106,361
156,545
174,354
83,7
165,808
61,5
116,577
55,217
55,935
61,393
109,109
154,119
117,933
120,813
53,317
166,927
54,968
108,125
66,772
60,916
70,769
101,619
83,655
80,582
51,029
65,208
304,824
65,137
70,496
83,88
71,719
56,385
88,093
97,874
66,187
58,573
63,993
88,687
117,848
68,551
62,591
70,708
64,533
73,57
59,237
64,965
83,019
82,96
78,825
62,38
63,859
61,492
82,403
113,04
120,939
81,389
98,429
114,198
112,996
157,05
89,036
172,34
101,833
72,778
127,26
113,565
69,446
98,945
114,002
119,808
100,201
103,73
89,96
95,592
117,453
103,699
58,442
70,091
76,386
354,813
106,036
76,906
79,037
63,417
83,026
62,504
88,206
55,532
62,087
62,817
65,011
79,82
59,442
87,108
47,756
49,722
65,047
55,71
58,339
61,25
53,987
59,942
55,552
61,942
79,315
65,555
85,31
71,979
60,942
96,385
78,205
98,045
104,091
104,213
65,698
64,414
110,286
111,764
73,842
61,612
93,513
66,353
118,956
68,268
83,32
72,781
64,882
111,254
231,854
74,038
53,231
99,353
90,995
78,874
84,317
245,343
119,83
80,377
69,472
59,065
70,843
60,723
81,341
69,684
70,322
59,784
85,319
75,112
62,626
72,56
65,313
53,475
61,843
70,148
77,521
73,772
78,874
82,082
78,901
66,632
69,68
60,321
68,147
80,532
63,063
66,88
101,646
71,011
121,264
58,88
120,245
167,978
165,619
58,286
107,765
56,101
117,418
54,837
118,67
57,424
72,196
61,742
72,32
91,708
49,664
54,733
74,267
85,294
93,028
78,226
56,699
123,597
79,561
61,91
78,652
75,812
64,23
71,5
58,491
55,734
71,701
73,434
56,524
100,83
66,546
94,749
59,247
70,505
81,934
78,86
75,924
67,352
51,88
9,585
Mean time: 90,4688107638889
