Start measure
1017,429
478,055
189,671
180,128
572,377
215,096
181,01
180,956
154,699
169,124
140,968
149,953
163,7
167,363
164,874
133,732
148,634
113,546
170,229
145,893
128,48
127,64
174,966
127,151
155,011
116,199
121,132
112,288
128,168
122,964
146,134
111,303
109,329
140,685
134,438
372,464
388,693
127,351
113,681
130,024
111,652
134,315
169,792
132,515
133,153
135,385
143,286
135,186
152,399
118,628
124,82
213,911
241,557
415,719
364,764
126,158
138,712
126,656
144,385
142,416
133,636
174,82
152,385
367,363
358,756
123,256
116,481
139,918
137,778
130,76
398,8
414,622
191,345
125,181
153,29
141,108
123,469
119,348
149,73
102,957
165,245
159,039
114,632
140,048
122,16
142,439
105,85
134,02
133,809
118,36
142,608
161,059
116,712
589,252
173,76
144,907
112,408
116,131
118,578
146,338
147,213
122,547
102,178
141,267
141,225
120,892
112,306
157,609
131,207
144,817
138,767
140,573
130,214
127,476
118,716
124,983
137,318
154,925
109,883
121
117,296
113,16
123,061
157,465
112,42
152,378
117,355
217,835
482,428
132,519
117,338
118,755
133,71
120,724
117,349
168,739
133,472
136,313
119,941
156,623
112,963
113,711
140,009
129,933
109,781
127,366
137,612
124,706
105,591
135,483
174,958
138,659
134,87
138,718
158,553
168,542
113,827
132,106
126,229
152,616
116,005
137,999
574,374
129,921
158,592
128,629
131,198
123,97
123,317
119,703
115,194
165,778
145,246
152,498
132,011
150,132
151,232
134,732
155,031
142,373
134,774
119,228
123,19
161,141
129,2
147,89
105,509
126,676
119,735
133,298
118,971
119,817
129,647
114,468
127,336
131,257
446,166
221,002
115,975
103,932
121,472
128,584
123,825
126,029
120,073
125,044
137,374
108,64
125,067
132,392
120,972
133,94
134,983
142,388
120,043
97,351
156,17
113,578
111,868
113,728
118,745
139,921
134,894
114,887
119,975
122,302
124,283
122,961
120,002
162,82
179,412
151,693
588,026
163,535
147,607
145,559
109,819
128,698
126,895
114,918
145,028
114,736
148,872
144,578
135,731
123,072
129,775
128,712
168,642
151,257
146,117
138,308
113,901
128,817
138,59
134,75
117,453
113,718
144,838
112,908
139,275
115,696
112,865
140,054
129,869
139,122
107,263
527,001
134,975
124,98
151,165
132,268
142,454
118,655
132,356
128,648
138,967
127,27
134,722
129,4
134,235
123,577
146,226
124,947
153,532
114,897
149,716
135,045
161,268
134,79
150,062
147,681
142,039
142,56
125,893
131,13
144,937
137,399
148,668
146,181
227,027
476,478
128,923
142,48
105,992
119,113
120,582
128,65
129,76
119,972
126,205
122,315
140,038
125,689
110,249
136,257
173,682
129,825
148,56
137,559
133,547
121,106
119,973
126,095
139,958
140,918
140,172
119,88
137,933
128,157
141,084
131,117
118,766
124,822
156,144
343,693
318,731
140,618
131,611
149,936
124,335
111,994
129,467
132,495
142,249
138,883
123,62
148,447
116,072
107,553
107,483
122,358
132,511
124,906
111,014
141,309
129,51
123,177
147,021
136,25
123,377
143,776
119,916
115,188
130,832
